                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.81824,                0.40115,                0.79155,                0.92941,                0.74321,                0.82341,                0.53593,                0.92281,                 0.4701,                0.81703,             0.00018575,             0.00018575,             0.00018575
                     88,                0.81187,                0.39751,                0.79109,                0.93697,                0.74524,                0.82544,                0.53329,                0.92425,                0.45376,                0.81678,             0.00017338,             0.00017338,             0.00017338
                     89,                0.78714,                0.38831,                 0.7923,                0.92438,                0.75084,                0.82676,                0.53196,                0.93315,                0.46609,                0.81706,               0.000161,               0.000161,               0.000161
                     90,                0.79891,                0.39228,                0.79272,                0.94083,                0.73498,                0.82255,                0.54205,                0.91795,                0.46175,                0.81601,             0.00014862,             0.00014862,             0.00014862
                     91,                0.74456,                0.37366,                0.79386,                0.93624,                0.73081,                0.81075,                0.52512,                0.93703,                0.46527,                0.81752,             0.00013625,             0.00013625,             0.00013625
                     92,                0.72145,                0.36872,                0.79169,                0.89785,                0.74734,                0.81043,                0.52217,                0.93119,                 0.4672,                0.81733,             0.00012387,             0.00012387,             0.00012387
                     93,                0.72525,                0.36709,                0.79259,                0.93538,                0.73401,                0.81327,                0.53134,                0.92604,                0.46309,                0.81707,              0.0001115,              0.0001115,              0.0001115
                     94,                0.70527,                0.36331,                0.79124,                0.95526,                0.73124,                0.81448,                0.53896,                0.93034,                0.46169,                0.81699,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.70352,                0.36278,                 0.7876,                0.96153,                0.74711,                 0.8358,                0.53566,                0.93725,                0.46459,                0.81749,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                 0.7065,                0.36282,                0.78982,                0.91397,                0.74677,                0.81752,                0.54011,                0.94024,                0.46793,                0.81815,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                0.69083,                0.35809,                0.79078,                0.92104,                0.73687,                0.82094,                0.53698,                0.94864,                 0.4679,                0.81849,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.68366,                0.35343,                0.78934,                0.93897,                0.74468,                0.82341,                0.53504,                0.94445,                0.46994,                0.81784,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.69235,                0.35548,                0.78697,                0.94093,                0.74658,                0.82791,                0.54223,                0.94208,                0.46769,                0.81782,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.68329,                0.35158,                0.78756,                0.94098,                0.74814,                0.83094,                0.53966,                0.93816,                0.46371,                0.81765,             2.4875e-05,             2.4875e-05,             2.4875e-05
